ID_number,Age,Gender,Neuter_status,Breed_group,Weaning_age,Outdoors,Other_cats,Activity_level,Contact_people,Aggression_stranger,Aggression_owner,Aggression_cats,Shyness_novel,Shyness_strangers,Grooming,Wool_sucking,Behaviour_problem,Aggression_component,Shyness_component,Extraversion_component
5025,2.9699,1,1,other,6,1,1,5,5,1,1,1,2,2,3,0,1,-0.468253497,0.340724428,1.454919555
5026,4.4603,1,1,MCO,5,5,1,4,5,1,1,1,2,2,1,0,1,-0.458522795,0.151622611,0.720115976
5027,1.7178,2,1,other,6,1,1,5,5,1,1,1,1,1,3,3,1,-0.3304448,-0.734536162,1.297448112
5028,0.4356,2,0,other,5,1,1,5,5,1,1,1,2,1,4,5,1,-0.402461856,-0.175096499,1.401121768
5029,5.4521,2,1,TUV,4,2,1,5,5,1,1,5,5,3,2,0,3,0.932920524,2.349051088,1.951741104
5030,0.7781,2,0,other,5,5,0,4,4,1,1,1,3,3,3,0,1,-0.623894984,1.230674787,0.259279669
5031,6.2767,2,1,other,3,4,0,4,4,1,1,2,1,1,1,0,2,0.072476617,-0.96629971,-0.02266252
5032,11.3123,2,1,MCO,6,1,1,3,4,1,1,2,3,1,1,3,1,-0.061826793,-0.036522199,-0.550118787
5033,5.3479,2,1,BEN,4,5,0,4,4,1,1,3,4,4,4,4,1,0.079804733,2.213028748,0.482752508
5034,7.7699,2,1,MCO,6,4,1,4,5,2,3,2,1,1,1,0,1,3.464850813,-1.622789568,0.5192355
5035,5.5644,2,1,BEN,4,5,0,4,4,1,1,2,2,2,2,2,1,-0.06533208,0.108960881,0.134808923
5036,5.3068,2,1,BEN,3,2,1,2,2,2,2,2,4,3,1,0,2,1.867436714,0.983064626,-2.357992439
5037,0.4932,2,0,BEN,4,0,1,5,5,1,1,2,1,1,1,0,1,0.090309407,-0.780989477,1.33044881
5038,1.3096,2,1,other,5,1,1,5,5,1,1,2,1,1,2,0,1,0.090309407,-0.780989477,1.33044881
5039,2.8247,2,1,RUS,4,5,1,3,3,1,1,2,4,4,3,0,1,-0.358782265,2.07417183,-0.90335952
5040,0.9589,1,0,other,4,5,1,4,5,1,1,2,3,2,1,0,1,-0.109785643,0.66460896,0.85679033
5041,1.4192,2,1,RUS,5,5,1,4,4,1,1,1,2,2,1,0,1,-0.486086287,0.155414196,0.101808225
5042,0.3863,2,0,HCS,4,5,1,5,5,1,1,1,1,1,3,4,1,-0.3304448,-0.734536162,1.297448112
5043,15.5205,2,1,RUS,8,1,1,3,4,1,1,1,3,1,1,0,1,-0.482581,0.009931116,-0.583119485
5044,12.8137,2,1,RUS,8,1,1,3,3,1,1,1,3,5,4,0,1,-0.773311057,2.077006408,-0.986236088
5045,10.6384,2,1,RUS,8,1,1,3,4,1,1,1,2,3,1,0,1,-0.542147227,0.482133306,-0.579197568
5046,5.1452,2,1,TUV,4,5,1,3,5,2,1,3,3,1,2,0,1,1.378200459,-0.214020914,0.082151789
5047,11.0932,1,1,BEN,4,5,0,3,4,1,1,2,2,2,2,3,1,-0.055601378,-0.080140936,-0.599994656
5048,8.5589,2,1,other,4,2,0,3,3,1,1,1,1,2,2,0,1,-0.431902022,-0.589335701,-1.354976761
5049,9.8849,2,1,RUS,4,1,1,4,3,1,1,2,5,5,3,0,2,-0.506321663,3.338534238,-0.011084497
5050,4.389,2,1,HCS,2,3,1,3,4,1,1,1,2,2,3,0,1,-0.476355586,-0.033687621,-0.632995354
5051,0.8384,1,1,HCS,4,5,0,5,5,1,1,2,1,1,3,3,1,0.090309407,-0.780989477,1.33044881
5052,8.4301,1,1,BEN,4,5,1,3,4,1,1,5,4,5,4,0,1,0.865252209,2.446841228,-0.132251888
5053,15.3671,1,1,HCS,4,5,1,3,5,1,1,1,1,1,1,0,1,-0.310983396,-1.112739796,-0.172159047
5054,5.3699,2,1,BEN,4,5,1,3,3,1,1,1,5,5,2,0,2,-0.917345169,3.195885736,-0.778888775
5055,10.3342,1,1,BEN,6,0,1,4,5,1,1,1,3,3,1,4,1,-0.596331492,1.226883202,0.877587419
5056,8.2521,2,1,other,4,0,1,4,5,1,1,2,2,3,1,0,1,-0.103560229,0.620990223,0.806914461
5057,6.3397,2,1,RUS,5,1,1,4,3,1,1,2,2,2,4,2,1,-0.092895573,0.112752465,-0.483498827
5058,5.674,1,1,HCS,4,1,1,3,4,1,1,3,5,5,4,4,1,-0.048273262,3.099187522,-0.094579628
5059,5.674,1,1,HCS,4,1,1,5,4,1,1,1,5,5,4,3,1,-0.90924308,3.570297785,1.309026135
5060,8.9342,2,1,BEN,6,5,1,5,5,1,1,1,1,1,1,0,1,-0.3304448,-0.734536162,1.297448112
5061,8.1562,2,1,other,5,1,1,3,3,1,1,1,1,2,4,3,1,-0.431902022,-0.589335701,-1.354976761
5062,5.2932,1,1,HCS,1,0,1,3,4,1,1,1,1,1,3,0,1,-0.338546889,-1.108948212,-0.790466798
5063,2.1014,2,1,SBI,5,0,1,3,3,2,1,1,3,3,1,0,1,0.349981777,0.918110738,-1.112869534
5064,2.1014,1,1,SBI,5,0,1,4,3,1,1,1,3,3,3,0,1,-0.651458477,1.234466371,-0.359028082
5065,3.526,1,1,HCS,2,2,1,3,5,1,1,2,3,3,3,0,1,-0.165846583,0.99132807,0.175784538
5066,6.989,1,1,BEN,7,2,0,4,5,1,1,1,3,3,4,4,1,-0.596331492,1.226883202,0.877587419
5067,0.9233,1,0,DRX,3,1,1,5,4,1,1,1,1,1,1,3,1,-0.358008292,-0.730744578,0.679140362
5068,3.9315,2,1,BEN,4,5,1,4,3,3,3,4,2,4,3,0,3,4.973549816,0.2715356,-0.40534946
5069,14.5315,2,1,SBI,4,3,1,3,4,2,1,2,3,1,1,0,1,0.929882759,-0.163776015,-0.569156659
5070,4.4137,2,1,HCS,3,1,1,4,5,1,1,1,3,3,3,0,1,-0.596331492,1.226883202,0.877587419
5071,4.4082,1,1,NFO,4,4,1,3,4,1,2,2,2,2,3,3,1,1.130949197,-0.342863165,-0.628680585
5072,8.6877,1,1,BEN,4,0,1,5,5,1,1,1,2,2,1,0,1,-0.468253497,0.340724428,1.454919555
5073,4.7534,2,1,BEN,4,5,1,4,4,1,1,3,5,5,2,0,1,-0.058003964,3.288289339,0.640223951
5074,5.3205,2,1,BEN,4,2,1,3,3,2,2,3,5,4,1,0,1,2.168215015,2.197182134,-0.814408967
5075,5.2,2,1,BEN,4,2,0,3,4,1,1,1,2,1,2,0,1,-0.410563945,-0.549508548,-0.686793141
5076,5.6027,1,1,BEN,4,1,1,5,5,1,1,2,2,2,3,5,1,-0.047499289,0.294271114,1.487920253
5077,6.6685,1,1,BEN,4,4,0,4,4,1,1,5,2,1,1,0,1,1.262722183,-0.54621999,0.180013231
5078,5.2329,2,1,BEN,4,1,1,4,4,2,1,2,3,4,3,4,1,0.722777134,1.572788582,0.327040281
5079,5.5699,2,1,BEN,4,5,0,4,4,1,2,1,2,2,3,0,2,0.700464288,-0.107308033,0.073122296
5080,0.7233,1,1,BEN,3,4,0,3,3,1,2,1,3,2,3,0,1,0.610614442,0.266821398,-1.176315377
5081,3.3534,1,1,BEN,5,5,1,3,3,1,2,2,2,4,1,3,2,0.971802423,0.692570273,-1.139392762
5082,5.2219,1,1,BEN,3,5,1,5,5,1,1,3,2,3,3,4,1,0.307463277,0.763638726,1.574718738
5083,9.1781,2,1,BEN,6,5,1,4,4,1,1,2,2,5,1,3,1,-0.262707003,1.656423661,0.296202284
5084,7.4932,1,1,BEN,4,5,1,5,5,1,1,3,2,3,1,5,1,0.307463277,0.763638726,1.574718738
5085,7.0849,2,1,BEN,1,3,0,3,3,2,1,5,3,4,2,2,1,1.967206965,1.248118405,-0.927068955
5086,8.4301,1,1,BEN,4,2,0,4,4,1,1,2,3,3,4,0,1,-0.203140777,1.184221472,0.292280367
5087,6.3014,2,1,BEN,8,3,1,4,2,1,1,1,5,5,1,4,2,-0.954639363,3.388779137,-0.662392946
5088,5.1507,1,1,BEN,4,1,0,5,5,1,2,5,2,1,,,1,2.467105549,-0.623631987,1.504438632
5089,4.4466,1,1,BEN,5,5,1,4,5,1,3,2,2,2,1,0,2,2.335332564,-0.420275161,0.695744816
5090,5.0712,1,1,BEN,4,5,1,4,5,1,1,3,4,3,,0,1,0.173159867,1.693416236,1.047262472
5091,7.8219,1,1,BEN,5,0,1,4,5,1,1,1,2,2,4,5,3,-0.458522795,0.151622611,0.720115976
5092,6.1753,1,1,BEN,4,3,1,3,4,1,1,1,3,4,3,0,1,-0.679955924,1.557393896,-0.421726124
5093,5.3068,2,1,BEN,4,0,1,4,3,1,1,1,3,4,1,4,0,-0.717250118,1.750287298,-0.305230295
5094,7.7836,1,1,BEN,4,0,1,5,5,1,1,1,2,2,2,5,1,-0.468253497,0.340724428,1.454919555
5095,10.274,2,1,BEN,8,5,1,5,5,3,1,3,1,1,3,0,1,2.49448272,-1.081950424,1.325373763
5096,5.3233,2,1,BEN,4,3,1,3,3,1,1,1,3,4,1,0,1,-0.707519416,1.561185481,-1.040033875
5097,13.6712,1,1,BEN,5,1,1,4,5,1,1,2,1,1,4,0,1,0.100040109,-0.970091294,0.59564523
5098,6.3507,1,1,BEN,4,1,1,5,5,1,1,1,2,1,1,0,1,-0.402461856,-0.175096499,1.401121768
5099,6.0438,2,1,BEN,4,1,1,4,5,1,1,1,1,2,2,1,0,-0.386505739,-0.407817053,0.616442319
5100,8.0493,1,1,BEN,2,5,0,5,5,1,2,4,5,5,3,0,1,1.56713361,3.164424028,1.997650051
5101,3.6356,2,1,other,6,1,1,1,5,1,1,1,1,1,1,0,1,-0.291521993,-1.49094343,-1.641766206
5102,6.1151,2,1,ORI,8,1,1,5,5,1,1,2,1,1,3,0,1,0.090309407,-0.780989477,1.33044881
5103,3.4384,2,1,KOR,8,0,1,5,5,3,3,1,2,2,2,0,2,3.88826676,-0.439227661,1.359471952
5104,5.6027,1,1,BEN,4,2,1,4,5,1,1,4,1,2,2,2,1,0.875756883,-0.547176997,0.715444414
5105,5.9616,1,1,HCS,4,3,1,4,3,2,1,2,2,4,3,5,1,0.767230698,1.017140503,-0.394941126
5106,0.6137,1,0,HCS,4,5,0,4,4,1,1,3,2,3,2,0,1,0.289630486,0.578328493,0.221607408
5107,2.4767,2,0,other,5,1,1,3,4,1,1,1,2,2,1,0,1,-0.476355586,-0.033687621,-0.632995354
5108,1.5288,2,1,DRX,4,1,1,5,4,1,1,1,2,1,2,3,1,-0.430025348,-0.171304914,0.782814018
5109,3.6,1,1,other,4,5,1,3,5,1,1,1,1,1,3,0,1,-0.310983396,-1.112739796,-0.172159047
5110,0.2521,1,0,other,4,0,0,5,5,1,1,1,1,1,1,0,1,-0.3304448,-0.734536162,1.297448112
5111,0.2521,1,0,other,4,0,0,5,5,1,1,1,1,1,1,0,1,-0.3304448,-0.734536162,1.297448112
5112,0.2521,2,1,other,4,0,1,4,3,1,1,1,3,3,1,0,1,-0.651458477,1.234466371,-0.359028082
5113,0.2521,2,1,other,4,5,0,5,5,1,1,1,2,2,1,0,1,-0.468253497,0.340724428,1.454919555
5114,0.5644,2,0,RUS,4,2,1,4,1,1,1,1,1,1,1,0,1,-0.430968068,-0.908471642,-1.91058647
5115,1.3671,1,1,HCS,4,1,1,4,4,1,1,1,1,2,5,0,1,-0.414069232,-0.404025468,-0.001865431
5116,4.4767,1,1,other,4,0,1,4,5,1,1,2,2,2,1,1,1,-0.037768588,0.105169297,0.753116674
5117,1.3315,1,1,HCS,5,0,1,3,4,1,1,1,3,3,3,4,1,-0.614164283,1.04157297,-0.475523911
5118,3.1205,2,1,NFO,3,5,1,3,2,1,1,1,4,3,1,0,2,-0.741308324,1.608595803,-1.608465756
5119,19.1918,2,1,HCS,4,5,1,3,3,1,1,1,1,1,2,0,1,-0.366110381,-1.105156628,-1.408774548
5120,2.4219,1,1,HCS,3,1,1,4,4,1,1,1,3,3,1,0,1,-0.623894984,1.230674787,0.259279669
5121,4.9233,2,1,RUS,8,1,1,4,4,1,1,1,2,2,4,0,1,-0.486086287,0.155414196,0.101808225
5122,8.3616,1,1,HCS,3,3,1,2,4,1,1,2,1,1,1,0,1,0.09193802,-1.344503344,-1.492269679
5123,11.4,1,1,HCS,2,5,1,4,4,1,1,2,1,1,1,4,1,0.072476617,-0.96629971,-0.02266252
5124,2.2959,2,1,HCS,3,2,0,5,4,1,1,2,2,1,2,0,1,-0.009271141,-0.217758229,0.815814716
5125,0.4493,2,0,other,4,1,1,4,3,1,1,1,2,4,1,0,1,-0.645233062,1.190847634,-0.408903952
5126,6.3096,2,1,BEN,4,3,0,4,5,1,1,3,1,1,3,5,2,0.520794317,-1.016544609,0.628645929
5127,7.6658,2,1,other,5,1,1,3,5,1,1,1,1,1,1,3,1,-0.310983396,-1.112739796,-0.172159047
5128,0.6219,1,0,KOR,5,3,1,4,4,1,1,1,1,1,1,0,1,-0.348277591,-0.919846395,-0.055663218
5129,1.9808,1,1,KOR,8,2,1,4,4,1,1,1,1,1,1,3,1,-0.348277591,-0.919846395,-0.055663218
5130,1.9068,1,1,KOR,8,2,1,4,4,1,1,1,1,1,1,0,1,-0.348277591,-0.919846395,-0.055663218
5131,4.4411,1,1,BUR,6,4,1,3,4,1,1,2,2,1,3,0,1,0.010190263,-0.595961863,-0.653792443
5132,4.811,1,1,DRX,5,0,0,2,4,1,1,1,3,4,1,0,1,-0.670225222,1.368292079,-1.156529704
5133,0.3068,2,0,HCS,3,4,0,5,5,1,1,1,1,1,2,0,1,-0.3304448,-0.734536162,1.297448112
5134,0.3945,2,0,HCS,2,3,0,4,4,1,2,1,2,2,3,3,1,0.700464288,-0.107308033,0.073122296
5135,0.6767,1,1,BEN,5,4,1,5,5,1,1,2,2,1,3,1,0,0.018292352,-0.221549813,1.434122467
5136,8.2548,1,1,HCS,4,5,1,3,4,1,1,2,4,5,3,0,1,-0.397010413,2.586201172,-0.231253983
5137,0.5288,1,0,ABY,5,2,1,4,3,1,1,1,1,1,1,0,1,-0.375841083,-0.916054811,-0.673970969
5138,1.5178,2,1,ABY,5,0,1,4,4,1,1,3,3,3,3,0,1,0.21761343,1.137768157,0.325281065
5139,3.5726,2,1,HCS,4,1,0,3,4,1,1,1,2,1,2,5,1,-0.410563945,-0.549508548,-0.686793141
5140,3.9945,1,1,BUR,2,4,1,3,1,1,1,3,3,2,3,0,1,0.210445295,0.444220166,-2.318243553
5141,2.937,2,1,BUR,4,1,1,4,4,1,2,1,3,2,1,4,2,0.628447233,0.452131631,0.176795953
5142,1.4219,2,1,HCS,5,4,0,5,5,1,1,3,5,5,3,5,1,-0.040171173,3.473599571,1.993335282
5143,0.5123,2,0,HCS,4,4,1,4,4,1,1,1,2,1,3,5,1,-0.420294646,-0.360406731,0.048010438
5144,4.3507,2,1,HCS,2,0,1,3,4,1,1,1,4,4,3,0,1,-0.751972979,2.11683356,-0.318052468
5145,7.7397,1,1,KOR,4,0,1,3,5,2,1,1,2,1,2,4,1,0.6087091,-0.680553949,-0.087523263
5146,1.4521,1,1,DRX,4,1,1,5,5,1,1,1,1,1,1,4,1,-0.3304448,-0.734536162,1.297448112
5147,0.2877,1,0,DRX,4,4,1,5,5,1,1,1,1,1,1,,1,-0.3304448,-0.734536162,1.297448112
5148,4.8329,1,1,HCS,2,0,1,4,4,1,1,1,4,3,4,5,1,-0.69591204,1.790114451,0.362953325
5149,0.526,2,0,HCS,4,4,1,3,4,1,1,2,3,2,2,4,1,-0.127618434,0.479298728,-0.496321
5150,11.9808,2,1,HCS,4,5,1,3,4,1,1,1,2,1,1,0,1,-0.410563945,-0.549508548,-0.686793141
5151,3.8438,2,0,KOR,5,2,1,3,4,1,1,2,1,1,1,1,1,0.082207319,-1.155401527,-0.7574661
5152,0.5068,2,0,SBI,5,4,1,5,4,1,1,1,2,2,1,5,1,-0.495816989,0.344516013,0.836611805
5153,6.2767,1,1,HCS,1,2,1,3,4,1,1,2,2,1,2,0,1,0.010190263,-0.595961863,-0.653792443
5154,7.4685,1,1,ABY,2,1,1,4,3,2,1,1,2,3,2,0,1,0.412268131,0.547772891,-0.481739611
5155,1.2274,2,1,HCS,2,4,0,4,5,1,1,5,1,1,2,0,1,1.362302731,-1.109451239,0.694647325
5156,3.8082,2,1,HCS,3,0,1,3,2,1,1,2,4,4,2,1,1,-0.386345757,2.077963415,-1.521667271
5157,6.274,1,1,CRX,5,3,1,5,4,4,2,2,2,3,3,1,1,4.02082481,0.169399948,0.837610743
5158,5.1836,1,1,HCS,2,1,0,3,4,1,1,1,1,2,1,3,1,-0.40433853,-0.593127285,-0.736669011
5159,4.8192,2,1,other,5,1,1,5,5,1,1,1,1,1,1,0,1,-0.3304448,-0.734536162,1.297448112
5160,7.3123,1,1,HCS,3,5,1,4,5,1,1,2,3,4,3,0,1,-0.241368926,1.696250814,0.964385904
5161,8.2,2,1,other,2,5,1,5,5,1,1,1,3,3,3,0,1,-0.606062194,1.415985019,1.612390999
5162,4.6438,1,1,RAG,4,2,1,3,4,1,1,1,3,2,1,2,1,-0.548372641,0.525752043,-0.529321698
5163,6.1973,1,1,RAG,4,1,1,3,5,1,1,1,1,1,3,3,1,-0.310983396,-1.112739796,-0.172159047
5164,3,1,1,other,5,1,1,5,5,1,1,1,1,1,1,0,1,-0.3304448,-0.734536162,1.297448112
5165,0.5397,1,0,other,4,2,0,5,5,1,1,1,1,1,2,0,1,-0.3304448,-0.734536162,1.297448112
5166,12.1123,2,1,HCS,4,0,0,2,5,1,1,3,2,1,4,0,3,0.468238664,-0.835308579,-0.737287574
5167,6.6356,2,1,KOR,4,0,1,4,5,2,1,2,1,1,2,4,1,1.091749662,-1.09734511,0.576607358
5168,3.5479,1,1,DRX,4,1,1,4,5,1,1,2,3,2,2,2,1,-0.109785643,0.66460896,0.85679033
5169,9.4137,2,1,DRX,4,0,1,3,2,1,1,1,3,3,3,0,2,-0.669291268,1.049156139,-1.712139412
5170,2.4192,2,1,HCS,4,2,1,3,5,1,1,1,2,2,3,4,1,-0.448792093,-0.037479206,-0.014687604
5171,6.3562,2,1,HCS,2,1,1,5,4,1,1,2,2,2,3,5,1,-0.075062782,0.298062698,0.869612503
5172,2.3288,1,1,HCS,4,2,1,3,3,1,1,1,2,2,3,1,0,-0.503919078,-0.029896037,-1.251303105
5173,1.4438,2,1,HCS,4,1,0,3,4,1,1,1,4,3,3,0,2,-0.686181338,1.601012634,-0.371850255
5174,1.9562,1,1,BEN,4,2,1,5,5,1,1,1,2,2,1,0,1,-0.468253497,0.340724428,1.454919555
5175,4.926,1,1,HCS,3,5,0,4,4,1,2,5,1,1,1,0,1,2.521289814,-1.368381883,0.047653645
5176,4.9973,2,1,RUS,4,1,1,5,5,2,2,2,2,2,1,0,1,2.130760839,-0.095704931,1.440196452
5177,4.5452,2,1,RUS,4,1,1,3,4,1,1,1,2,3,1,0,1,-0.542147227,0.482133306,-0.579197568
5178,3.6521,2,1,RUS,4,1,1,5,5,1,1,1,2,2,1,0,1,-0.468253497,0.340724428,1.454919555
5179,7.5644,1,1,RUS,5,1,1,5,5,1,1,1,4,3,2,2,1,-0.678079249,1.975424683,1.716064655
5180,7.4712,1,1,HCS,1,4,1,5,5,1,1,1,2,3,1,3,1,-0.534045138,0.856545355,1.508717342
5181,7.4712,1,1,HCS,1,4,1,3,5,1,1,1,2,2,1,3,1,-0.448792093,-0.037479206,-0.014687604
5182,5.6384,2,1,BEN,4,3,0,4,5,2,3,3,2,2,1,0,2,3.747796324,-0.593982292,0.709707641
5183,2.8137,1,1,SBI,4,1,0,3,5,2,2,2,1,1,3,5,0,2.288030939,-1.549169156,-0.186882151
5184,2.863,2,1,RUS,5,1,1,4,4,1,1,1,2,3,2,0,1,-0.551877929,0.671235123,0.155606012
5185,1.1918,2,1,other,5,1,0,5,5,2,1,3,2,2,2,0,1,1.36496447,0.120563983,1.501883079
5186,11.5644,1,1,HCS,4,5,1,5,5,1,1,1,1,1,1,0,1,-0.3304448,-0.734536162,1.297448112
5187,6.4712,1,1,HCS,4,5,0,4,4,2,1,2,2,3,3,0,2,0.860585831,0.497527992,0.169568838
5188,13.4466,1,1,HCS,5,0,1,3,5,1,1,1,3,2,1,0,0,-0.520809149,0.521960458,0.088986053
5189,0.7589,2,0,other,5,1,1,4,4,1,1,2,2,2,1,0,1,-0.06533208,0.108960881,0.134808923
5190,6.3808,2,1,other,6,2,1,5,5,1,1,3,1,1,1,0,1,0.511063615,-0.827442792,1.363449508
5191,5.3863,2,1,other,5,2,1,5,4,1,1,1,2,2,1,0,1,-0.495816989,0.344516013,0.836611805
5192,6.2959,2,1,other,6,2,1,4,4,1,1,1,2,2,1,0,1,-0.486086287,0.155414196,0.101808225
5193,6.8274,2,1,other,5,2,1,4,4,1,1,2,2,2,1,0,1,-0.06533208,0.108960881,0.134808923
5194,5.6384,1,1,other,6,2,1,4,3,1,1,1,2,2,1,0,1,-0.51364978,0.15920578,-0.516499525
5195,5.9151,1,1,other,6,2,1,4,4,1,1,1,2,2,1,0,1,-0.486086287,0.155414196,0.101808225
5196,1.1836,2,1,BUR,4,3,0,3,4,2,4,3,1,1,4,0,2,5.054322806,-2.117275344,-0.829561061
5197,2.1671,1,0,other,6,1,1,5,5,1,1,1,1,1,1,0,1,-0.3304448,-0.734536162,1.297448112
5198,10.0164,2,1,RUS,4,0,1,4,5,1,1,2,4,5,1,0,1,-0.379177623,2.771511405,1.121857347
5199,12.4247,2,1,HCS,4,0,1,3,4,1,1,4,3,2,4,0,1,0.71388998,0.386392098,-0.430319604
5200,12.4247,2,1,HCS,4,0,1,2,3,1,1,2,1,1,1,0,1,0.064374528,-1.340711759,-2.11057743
5201,1.5671,2,1,SBI,4,4,0,4,3,1,2,2,2,3,3,3,1,1.027863362,0.365851164,-0.458386969
5202,1.0055,1,0,TUV,6,5,1,5,5,1,1,3,2,2,1,0,1,0.373254918,0.247817799,1.520920952
5203,0.8849,2,0,TUV,6,5,1,5,5,1,1,3,2,1,1,0,1,0.439046559,-0.268003128,1.467123165
5204,5.3233,1,1,TUV,5,4,1,4,4,1,1,1,3,3,1,0,1,-0.623894984,1.230674787,0.259279669
5205,5.6055,2,1,TUV,5,4,1,5,5,1,1,2,1,1,1,0,1,0.090309407,-0.780989477,1.33044881
5206,7.1096,2,1,BEN,7,0,1,3,5,1,1,1,1,2,3,3,1,-0.376775037,-0.59691887,-0.11836126
5207,3.3726,2,1,HCS,7,1,1,4,2,1,1,1,4,5,2,4,1,-0.882622307,2.829339473,-0.766066602
5208,4.4301,2,1,other,3,1,1,3,4,1,1,3,5,5,5,1,1,-0.048273262,3.099187522,-0.094579628
5209,4.4301,1,1,other,3,1,1,4,5,1,2,3,1,1,1,4,1,1.707344892,-1.279266838,0.59996
5210,1.2603,1,1,other,4,1,1,3,4,2,1,1,2,2,3,0,2,0.515353967,-0.160941437,-0.652033227
5211,0.3753,2,0,DRX,4,2,1,4,1,1,1,1,1,1,1,0,1,-0.430968068,-0.908471642,-1.91058647
5212,0.3671,1,0,DRX,4,0,1,4,4,1,1,1,2,2,1,0,1,-0.486086287,0.155414196,0.101808225
5213,0.3753,2,0,DRX,4,1,1,5,4,1,1,1,2,2,1,0,1,-0.495816989,0.344516013,0.836611805
5214,0.4329,2,0,other,4,1,0,5,5,4,1,1,3,1,4,1,1,2.500649746,0.002581717,1.447681807
5215,2.4219,2,1,other,4,1,1,5,4,1,1,1,2,2,4,1,1,-0.495816989,0.344516013,0.836611805
5216,13.9671,1,1,ABY,6,1,1,4,5,1,1,1,3,4,1,0,1,-0.662123133,1.742704129,0.931385206
5217,3.4055,1,1,other,4,1,1,4,5,1,1,1,1,1,4,0,1,-0.320714098,-0.923637979,0.562644532
5218,0.2247,1,0,other,4,0,1,4,5,1,1,1,1,1,1,0,1,-0.320714098,-0.923637979,0.562644532
5219,0.2247,1,1,other,4,0,1,4,5,1,1,1,1,1,1,0,1,-0.320714098,-0.923637979,0.562644532
5220,0.2247,2,1,other,4,0,1,5,5,1,1,1,1,1,1,0,1,-0.3304448,-0.734536162,1.297448112
5221,0.2247,2,1,other,4,0,1,4,4,1,1,1,1,1,1,0,1,-0.348277591,-0.919846395,-0.055663218
5222,0.2247,2,0,other,4,0,1,5,5,1,1,1,1,1,1,0,1,-0.3304448,-0.734536162,1.297448112
5223,8.0493,2,1,DRX,4,0,1,3,4,2,1,2,4,2,2,0,1,0.792074062,0.911484576,-0.411685216
5224,2.6986,2,1,other,4,1,0,5,5,1,1,1,1,1,3,0,1,-0.3304448,-0.734536162,1.297448112
5225,0.3781,1,0,other,4,0,1,4,3,1,1,1,1,2,1,0,1,-0.441632724,-0.400233884,-0.620173182
5226,0.3781,1,0,DRX,4,0,1,4,4,1,1,1,1,2,1,0,1,-0.414069232,-0.404025468,-0.001865431
5227,0.3781,1,0,DRX,4,0,1,4,4,1,1,1,1,2,1,0,1,-0.414069232,-0.404025468,-0.001865431
5228,0.3699,1,0,DRX,4,0,1,4,4,1,1,1,1,1,1,0,1,-0.348277591,-0.919846395,-0.055663218
5229,3.1288,2,0,DRX,4,0,1,4,4,1,1,1,1,1,1,0,1,-0.348277591,-0.919846395,-0.055663218
5230,4.1479,1,1,DRX,4,3,1,4,4,1,1,1,1,1,1,0,1,-0.348277591,-0.919846395,-0.055663218
5231,5.5726,1,1,DRX,6,3,1,4,4,1,1,1,1,1,1,0,1,-0.348277591,-0.919846395,-0.055663218
5232,1.1589,1,1,KOR,5,1,1,5,5,1,1,1,1,1,1,0,1,-0.3304448,-0.734536162,1.297448112
5233,1.1589,1,1,KOR,5,1,1,5,5,1,1,1,1,1,1,0,1,-0.3304448,-0.734536162,1.297448112
5234,4.0712,1,0,other,5,0,1,5,5,1,1,2,1,1,1,0,1,0.090309407,-0.780989477,1.33044881
5235,0.6,2,0,other,5,2,1,5,5,1,1,1,1,1,1,1,1,-0.3304448,-0.734536162,1.297448112
5236,2.7123,2,0,other,5,2,1,3,3,1,1,1,1,1,1,0,1,-0.366110381,-1.105156628,-1.408774548
5237,6.9973,2,0,other,5,1,1,3,3,1,1,1,1,1,1,0,1,-0.366110381,-1.105156628,-1.408774548
5238,4.526,2,0,other,5,1,1,4,4,1,1,2,1,2,1,1,1,0.006684976,-0.450478783,0.031135267
5239,4.6603,2,1,other,5,0,0,3,3,1,1,1,3,3,1,0,1,-0.641727775,1.045364554,-1.093831662
5240,12.0548,2,1,SIB,4,5,0,3,4,1,1,3,2,1,3,1,1,0.43094447,-0.642415178,-0.620791745
5241,3.4438,1,1,other,5,0,1,4,5,1,1,1,1,1,1,0,1,-0.320714098,-0.923637979,0.562644532
5242,7.0164,1,1,other,4,0,1,4,4,1,1,1,2,2,1,0,1,-0.486086287,0.155414196,0.101808225
5243,11.9781,2,1,PER,6,1,1,1,3,1,1,1,2,3,1,0,1,-0.550249316,0.107721256,-2.667112477
5244,8.8932,2,0,PER,8,3,1,4,5,1,1,1,1,1,1,3,1,-0.320714098,-0.923637979,0.562644532
5245,10.4932,2,1,PER,7,2,1,4,4,1,1,1,1,1,1,0,1,-0.348277591,-0.919846395,-0.055663218
5246,4.7342,2,0,PER,8,1,1,4,4,1,1,1,1,1,1,2,1,-0.348277591,-0.919846395,-0.055663218
5247,1.4192,1,0,PER,4,0,1,4,4,1,1,2,1,1,1,0,1,0.072476617,-0.96629971,-0.02266252
5248,8.0438,2,0,PER,6,2,1,3,3,1,1,3,1,1,1,1,1,0.475398033,-1.198063257,-1.342773152
5249,5.1562,2,1,NFO,5,5,1,3,5,1,1,2,1,1,1,0,1,0.109770811,-1.159193111,-0.139158349
5250,2.1945,1,1,other,4,0,0,5,5,1,1,1,3,2,2,3,0,-0.540270553,0.900164092,1.558593212
5251,0.4795,2,0,other,5,4,1,4,4,1,1,2,2,3,3,3,1,-0.131123721,0.624781808,0.18860671
